Tweet,closed_probs,closed_open
overdose santa rosa liquor and deli sr ave,0.9435176249892798,0
editorial: sonoma’s winter of discontent   ,0.9888257530326959,0
yolo eastbound hwy 50 neat harbor off-ramp #4 lane blocked by vehicle collision slow for heavy traffic and chp at the scene no eto,0.9946160710726201,1
good morning! its another snowy sierra day and chain controls are in effect i-80 ebwb from drum to nevada state line us 50 ebwb r-2 from fred to meyers check   for updates throughout the day or download the free app on google play or itunes,0.9419946625552348,0
#trafficalert: currently holding traffic on highway 50 eastbound at twin bridges and westbound in meyers due to multiple spinouts over echo summit,0.996095303571474,1
update as of 2pm caltrans and chp are reopening eastbound i-80 vehicles only at this time being escorted from colfax to kingvale and on over the summit  travel slow and be aware of snow removal equipment in the area big rigs will be released at 3 pm eastbound,0.998391739587777,0
the 3-mile slough bridge on sr160 along the south sacramento county delta will be under one-way traffic control from 9am-3pm today thur 1220 and fri 1221 expect delays and thank you for your patience   @caltranshq @caltrans4 @caltransdist10 @asmfrazier,0.9982708896218622,1
  …,0.9765356953511429,0
all clear  …,0.9998683769673019,0
sonoma valley’s volleyball team sets tone for season   …,0.9896751676088851,0
update: the tower bridge is stuck in the up position but engineers expect to have it fixed by 9:30 am we will let you know if the timeframe changes  …,0.9432354424762017,0
update: sac eastbound us50 lanes 1 & 2 now open still no eto avoid the area and use an alternate route   …,0.9999707058174759,0
mingle food and wine at auction napa valley   …,0.9935681416096452,0
thanks ashley! we appreciate the recognition of our efforts,0.9873536269273332,0
update for highway 191 in butte county: there will 1-way traffic control around round valley ranch rd during the overnight hours due to downed power lines eto is 4 am monday @buttesheriff @chp_oroville @chp_chico #trafficalert,0.9961397641269167,1
sold in sonoma valley week ending oct 28   ,0.9936869012653231,0
sonoma valley stays unbeaten with 8-7 comeback against pinole valley   ,0.9821993322036442,0
halloween house is a delightful treat   ,0.9588083105912716,0
avoid leafwood west in santa rosa active situation and police with rifles out monitoring,0.864203769185838,0
napa sonoma property values hit record $136b   …,0.9976095745850947,0
final: sac sr51 bus80 lanes cleared  …,0.9998769753173762,0
all clear  …,0.9998683769673019,0
sonoma dish: dungeness crab season is here – grab your crackers sonoma!   ,0.9950075121611669,0
strictly business: sonoma valley business news oct 19   ,0.9996084448130919,0
westbound traffic is moving again on highway 50 in the meyers area had been held due to traffic collision,0.9953300666676426,1
panda express plans to open in 2020 in sonoma   …,0.9999891334165759,0
update: the highway 160 isleton bridge in the delta will remain closed to vehicle traffic until approximately 2 pm thursday for continued mechanical repairs please use alternate routes #trafficalert @caltransdist10 @caltransdist4 @caltranshq,0.9950161177051321,1
update 2 12:33 am engine 2 on scene of a fire along the creek trail making access now,0.5441647084992853,1
we second this great advice!,0.985450432740508,0
nb #1 lane is back open caltrans cleaning debris  …,0.9999629534705683,0
uber driver drops passenger off at sfo returns to home to break in police say   ,0.9862095969997856,0
food: sonoma portworks going roquefort   ,0.9960669248755523,0
nixle about to go out : stating no evacs needed 5 acres and under control,0.8257093604050924,0
combative subject in front of sebastopol safeway scso handling code 33 radio restrictions in effect on scso 1 20:01 subject placed in max restraints backup unit called in,0.9933766651766252,0
bill lynch: old sonoma knew how to party   …,0.9991566335740851,0
out of town suspect arrested in petaluma for attempted murder domestic pursuit & hit and run  …,0.9189476890159434,0
glass fullglass empty   …,0.9931127413792222,0
information *no fires in sonoma county* there are multiple fires burning through out northern california #redbankfire 3500-4000 acres 0% contained evacs in progress #tenajafire 2000 acres and 7% contained evacs in progress #walkerfire at least 750 acres unknown containment,0.9999766931468089,1
evacuation warning lifted - north fitch mountain area ,0.9996784053452877,0
as you know we often do donations of items for kids in the area this year we are doing a school backpack drive please bring new backpacks and new supplies all 3 admins will be at a set location on august 10th from 10am - 12pm and we would love to also meet some of our readers,0.9871099194274312,0
con el pronóstico de lluvia para este fin de semana si está amontonando escombros de las inundaciones en su calle asegúrese de cubrirlos con una lona para evitar que el viento se los lleve y los vertidos potencialmente dañinos que pueden ocurrir si se mojan,0.9983312880609994,0
moose undefeated to win babe ruth sonoma valley title   …,0.9940593535980176,0
new mural unveiled at sonoma’s sassarini elementary school   ,0.9961355420344951,0
please join us as we team up with @petaluma_police for a car seat event this saturday at 10am bring a new seat for us to help install or we can check the accuracy of a seat that’s already been installed,0.9697995152178366,0
update: 3 mile slough bridge on highway 160 has reopened to vehicle traffic #trafficalert @caltranshq @caltrandist4 @caltransdist10,0.8601190967650394,0
sonoma woman gets fresh start on longtime family property   ,0.996109348931732,0
caltrans is set to begin striping work on sr 20 from smartsville to east of nevada city laneramp closures and traffic control are anticipated for the duration of the project striping work will occur primarily overnight read more:   ,0.9282154175460784,1
  …,0.9765356953511429,0
update 10 4:43 pm #sweetfire all aircraft released at approximately 4:30 pm,0.9680050294691774,0
the highway 37 breach from above   ,0.892399656725368,0
photos: rainy days in sonoma   ,0.9961519182754021,0
catching up with a grad: ryan ruvald svhs ‘04   …,0.9911490194405989,0
bridge deck work continues at the highway 50 mosquito road undercrossing in placerville today the contractor will be applying an overlay to the deck to wrap up repairs work is 247 through friday night one lane of the highway is open in each direction ⁦ @chpplacerville⁩,0.9982186169110163,0
final update 9:50 pm 8400 reports road way will be clear in around 5 minutes,0.9997139949900273,0
expanded traffic collision 11:48 pm pdt 5219 by soco bohemian hw & east av camp meeker ca,0.7467107868763032,1
kids fly free in sonoma   ,0.9970070986675219,0
chain controls are back up on highway 50 twin bridges to meyers,0.958960381237001,0
sonoma son: memoirs of a steel geisha   ,0.991615746668007,0
still no eto for semis 50 does not allow trucks longer than 65’ on the route @chpplacerville and @chpsouthlake have been ticketing violators,0.9214422269137271,0
food: unwashed avocados can be the pits   ,0.987224698751358,0
as home pot growers exited the region in 2018 sonoma clean power lost $10 million in revenue   ,0.9853307556817174,0
update: r-2 nyack to truckee check   for highway updates throughout the region  …,0.9019595423788347,0
news regarding a recent closure or reopening of a road in the unincorporated area of #sonomacounty: faught road is now open visit   for an up-to-the-minute listing of road closures & delays drive safe!,0.9999998082979701,0
sonoma’s cottage inn and spa for sale   ,0.9932776592713868,0
update 1 1:08 pm #highway12ic established smoke and flames seen coming from the garbage truck,0.9558770198862857,0
smoking pot vs tobacco: what science says about lighting up   ,0.9991468559351804,0
all lanes are blocked at cranmore rd on hwy 113 near knights landing due to a serious crash chp and first responders on scene caltrans is in route to assist  no eto,0.959479758432775,1
correction: #inkfire is in napa county,0.9551825612246106,0
june heat wave fuels mass die-off of bodega bay mussels   …,0.981648758152289,0
sonoma valley school district hires longtime east bay educator   …,0.9968834270891549,0
srpd 0948am 8219 lazzini av  comalli st hazardous materials incident,0.9584870561327489,0
601: vehicle vs pedestrian range ave x bicentennial 603: white chevy cruise vs pedestrian who is still down,0.9958067383586713,0
sonoma school district food services manager cody williams resigns   …,0.9983990528993041,0
contaremos con traducción al español y lenguaje de señas americano asl la conferencia de prensa se llevará a cabo a la 1:00 pm y se transmitirá en vivo por nuestra cuenta de facebook 22,0.9992467696506603,0
valley forum: glen ellen forum update on sdc   ,0.9980834657287451,0
watch for slow traffic on northbound hwy 99 just north of fruitridge rd due to collision vehicles have been moved to the rhs,0.9583334707064763,1
sonoma on the forefront of hospitality trends   ,0.9919536786590688,0
both the eb and wb gold run rest areas are open today for holiday travelers this is a temporary opening while construction on the waste water treatment system is completed read more:   ,0.9999872005950862,0
#ranchfire near yolla bolla rd & roaring creek igo in shasta county is 30 acres & 90% contained   ,0.8367604541700864,1
final: all clear  …,0.9999418526182745,0
how to elevate a downtown: new santa rosa boutique hotel raises the bar   …,0.9842319127674239,0
sonoma 707 candle co opens in jack london village   ,0.9947036854000795,0
sonoma valley dragons lose battle with bishop o’dowd’s dragons fall off the playoff ladder   …,0.9913014038567215,0
nb highway 99 near 47th avenue expect slowdowns due to crash in #3 lane,0.8521187879582129,0
cal fire is proud to serve the people of california protecting lives and property in the great state since 1885 #nationalcaliforniaday,0.8356019744450369,0
update 2 3:53 pm *not a sonoma county incident* the fire has laid down significantly per @alertwildfire cameras air attack and tankers being pulled off this incident to respond to numerous fires in north ops #oakfire #swedesfire,0.8153591149072053,1
4192019 srpd 7th st  wilson st fight,0.9613630005432244,0
all clear  …,0.9998683769673019,0
as a reminder emergency repair of 200 feet of guardrail closing the #2 lane due to the early morning big rig crash no eto,0.7493886732429924,0
foot pursuit eastbound w barham from dutton one detained code 2 medical requested,0.9650694374793478,0
hwy 99 at sankey rd is still closed northbound and southbound due to multiple vehicle crash two airbuses are in route caltrans has not been requested at this time no eto,0.96673185024294,1
art sale in sonoma   ,0.9921908173606686,0
#marketfire [update] off road 208 and avenue 380 north of woodlake tulare county is now 120 acres and 70% contained forward spread stopped,0.9896235703740779,1
#sunfire [update] off hwy 36 and sunriver drive east of red bluff tehama county is now 3889 acres and 60% contained   …,0.964666132023236,1
gofundme launched for family of santa rosa cyclist struck killed by dump truck   ,0.942593141787081,0
next set of storms expected to arrive friday into the weekend @nwssacramento @nwsreno   …,0.9969994232170655,0
#sunfire [update] off hwy 36 and sunriver drive east of red bluff tehama county is now 3889 acres and 97% contained   …,0.9735004565822979,1
construction season is coming to an end though expect to see crews finishing up paving work over the coming month and performing maintenance in preparation for winter stay up to speed with text and email alerts on road closures and delays:    #sonomacounty,0.9914637009368686,1
63019 8pm srpd assault with a deadly weapon mission montgomery blvd,0.8896283915833907,0
us 50 traffic is being held for avalanche control no eto  …,0.6413247023060802,1
new incident 10:35 pm canyon run at parkland farms blvd healdsburg smell of smoke,0.5424542801396404,0
how a longtime vintner is navigating todays wine world   …,0.985774252359998,0
california focus: will la parcel tax have ripple in sonoma?   …,0.9988923815112171,0
tragedies prompts expansion of mobile mental health support to valley   ,0.9694534819920732,0
update : wanted man captured by sheriffs office  …,0.9567278845658972,0
body of man found in kenwood creek   ,0.9888007687315907,0
updated: sonoma councilmember david cook retracts vow to resign   ,0.9917769180020468,0
kathleen hill: west burgers grilling homewood and muscardini spring events   ,0.9819468930941212,0
take the plunge: sonoma county watering holes way back when   …,0.960235566251211,0
new incident north bound 101 at bicentennial off ramp santa rosa vehicle vs motorcyclist,0.9555776957287048,0
be alert for stopped traffic on westbound us 50 east of bradshaw rd due to crash #trafficalert,0.9947833883697272,1
22 adventures for your sonoma county summer   …,0.9919896706120184,0
rampant drug use and bullying at hanna staff says   …,0.9927408805909335,0
sonoma a hotspot for food and wine podcasting   ,0.9971091975746897,0
1 mile radius of evacuation calistoga pd is handling evac to sonoma county line,0.9737705066536991,0
update: traffic released on us 50 expect holds for avalanche control throughout the weekend  …,0.6946326572088604,0
a quick timelapse of the #capellfire from the @alertwildfire vaca8 camera,0.9890864020886954,0
scanner update: murder suicide in coddingtown mall parking lot  …,0.9818112318804695,0
#gillisfire off gillis canyon and south east of shandon in san luis obispo county is 1000 acres and 20% contained,0.9818822943878236,1
update: r-2 chain controls ebwb nyack to the nevada state line big rigs still big turned  …,0.9822368003543998,0
updated: conservationist ted eliot recalled as ‘force of nature’   …,0.9640774615306629,0
sonoma county enjoys clear skies sunshine before rain returns   ,0.9999436740577913,0
second chance program gives ex-cons another shot   …,0.9608276231836892,0
the i-5 yolo dunnigan rest area north of county road 6 is closed for maintenance issues there is no eto,0.8029154831097459,1
new incident: #creekfire off cry creek dr and lomitas drive east of woodlake in tulare county is 150 acres   ,0.5643152020357463,0
‘it feels like family’: racing fans camp out for nascar in sonoma   …,0.9913005916236935,0
sonoma valley dragons fall to visiting minden tigers   …,0.9937007394125441,0
#cottagefire off dersch rd and cottage hill dr northeast of anderson in shasta county is 156 acres and 90% contained,0.9609560135369297,1
survey: wine industry not adequately prepared for disasters   …,0.9861577834274141,0
#mesafire near quail dr and bobcat dr in the kern river valley south of lake isabela in kern county is 227 acres and 60% contained lead agency: @kerncountyfire,0.5003294662226008,0
holding eastbound 80 traffic over donner summit due to multiple spinouts still turning big rigs eb at applegate and wb at the nevada state line @chp_truckee,0.8582761893191106,1
chipper made sure the vehicles were ready to go yesterday for the cotati kids day parade we had a blast and can’t wait for next year! #cotati #cotatikidsdayparade #sonomacounty #parade #fun #chp @cotati california   …,0.9913209525964256,0
 @soco_tpw is providing sandbags to residents affected by the storm and flood activity stay safe #sonomacounty see pickup locations here:   …  …,0.7036313658487368,1
what you can and cant donate to goodwill   …,0.9816033888465939,0
11:06 theft in progress rp target loss prevention requesting assistance in detaining 2 wma’s with clothing stuffed in bags,0.8375888742023099,0
sonoma’s bestseller list the week ending dec 17   ,0.9895835649981002,0
all clear  …,0.9998683769673019,0
as the sun goes down hwy 99 remains closed in both directions at the stockton blvd over crossing due to police activity  take an alternate route if possible,0.8225529050193376,1
all clear  …,0.9998683769673019,0
sold in sonoma valley week ending aug 4   …,0.9977099564437685,0
trump blames california wildfires on bad management   ,0.667015029176476,0
traffic camera only show a small sliver of the highway at any given time weather is constantly changing and we make evaluations based on the safety of motorists,0.9043847779224857,1
sonoma creek needs habitat restoration   …,0.9958765198079356,0
eb us 50 at 5199 split: multiple vehicles disabled on shoulder expect delays and please pass with caution tow trucks en route no eto,0.7364811030612257,0
new incident 4:17 pm arnold dr at highway 116 cotati 5 acres with multiple structures threatened,0.598374880866862,0
400 police forces working with doorbell-camera firm ring   …,0.992084632166494,0
firefighters are battling a 20 acres fire near dos rios off highway 162 east of highway 101 mendocino county #brushyfire is 25% contained,0.9992779868348812,1
highway 99 remains closed in both directions between bridge street and hunn road in yuba city due to a police investigation,0.9410369500741819,1
locals launch sonoma republic clothing line   …,0.9950452377690661,0
one year later: fire lessons learned   ,0.5318883093607373,1
sonoma developmental center still selling its surplus   …,0.9906758341114015,0
car search reveals 40-caliber handgun in el verano   …,0.9886909587937663,0
highway 89 is currently closed in the emerald bay area due to undisclosed police activity @chpsouthlake @chp_truckee,0.6175205764835732,1
sonoma mission inn supports its neighborhood school   ,0.9975080610152561,0
final update 12:35 7584 reports fire extinguished it was under the roots of some trees chp to make a caltrans notification,0.8120746622215689,0
kathleen hill: bakery dreams and a doggie costume contest   ,0.9903871040677313,0
new information has been posted on road closures in #sonomacounty outside city limits visit   for the most current information,0.9656793030961507,1
photos: snowy hillsides in sonoma valley   ,0.9945791713099541,0
discussing the december dilemma in sonoma   ,0.9921246809527707,0
in a gold rush-type phenomenon smugglers target succulents  ,0.9772537547642698,0
residents of the monte rio area: please be advised that bohemian hwy is currently closed until further notice if you are planing to evacuate keep in mind you will have to drive through river road,0.9471128650413126,1
information a fire weather watch has been posted for parts of nor cal including parts of sonoma county see map for more details   …,0.5132941129751126,0
traffic has been released  …,0.6215652889041401,0
drone video shows camp fire destruction in paradise   ,0.6453643745417033,0
nightly roadwork scheduled for us hwy 50 in east sacramento more at   @thecityofsac @saccountyca @caltranshq,0.6539581940630581,0
interested in working with the sonoma county office of recovery and resiliency to develop a local resiliency summit and research the latest thinking on land use decisions for community safety as a civicspark fellow? learn more and apply by june 1   ,0.9648188553408993,0
people’s choice voting ends sunday at midnight   …,0.9855915878507978,0
new incident: #ivyfire near northbound intestate 15 and temescal canyon in riverside county is 10 acres   …,0.9239635478729079,1
editorial: minimum wage decision comes due   ,0.9749516422676088,0
grand theft marlow road,0.9636141928890382,0
new incident 10:38 pm 2600 block of highway 128 geyserville low hanging wires blocking the road,0.5672028103366239,1
sonoma city council peeved over pavers   …,0.9942319497122547,0
20:44 103018 vehicle v pedestrian sebastopol and dutton sr 20:48 address in dispute per bilingual dispatcher,0.918688467863381,0
city of sonoma cracks down on illegal vacation rentals   …,0.9971698370443223,0
man who stole car with baby in august re-arrested in healdsburg  …,0.9824661959883807,0
update: wb 80 traffic released at truckee still holding eb at drum nyack donner summut due to spinouts,0.849912538683567,1
be alert! first responders just west of sierra at tahoe on us 50 aiding with an overturned vehicle all lanes of traffic still open,0.9851489624701374,0
the chp works closely with our da investigators on vehicular homicides felony dui cases and a variety of other crimes we’re happy to see a fellow sonoma county le professional leading their team of veteran investigators congratulations chief focha  …,0.9593144290985977,0
update: chp has reopened hwy 99 to nbsb traffic neal rd and skyway exits are closed to traffic,0.6265395237631306,0
valley forum: a look at the sonoma valley school district’s widening achievement gap   ,0.9941882968232353,0
why arent millennials drinking their fair share of wine?   …,0.9767850024758902,0
lakeville hwy near sr37 is blocked in both directions while we investigate a traffic collision will advise when we have an update,0.9963870273468409,1
#sprucefire off spruce rd & myer dr east of exeter in tulare county is 155 acres & 100% contained,0.9367443120673778,1
man repeatedly stabbed near sonoma valley school   …,0.9981976963771104,0
update: crash cleared on highway 70 near georgia pacific in oroville all lanes are now open #trafficalert,0.9999727076567495,0
like mother like daughter: sonoma county mother-daughter lookalikes   …,0.985261888134311,0
sonoma’s planning commission to grapple with 4g cell tower network   …,0.9876911121006374,0
new store opens on plaza in sonoma   ,0.9955517114769374,0
four new restaurants trying to open in sonoma   …,0.9999722289203575,0
all lanes are now open on westbound us highway 50 watt avenue #trafficalert,0.9990513062554888,0
avoid the area of stony point road and jewett we are investigating a collision in the area and traffic is backing up,0.8231090553932935,1
eb i-80 traffic has begun moving now the wb #1 lane has re-opened please drive cautiously around first responders  …,0.7216017690732218,1
where is sonoma’s purple air sensor?   ,0.9906814926358458,0
the traffic signal at the northbound on and off-ramps of sr-65 at stanford ranch road were activated at approx 5am this morning,0.7066941449843265,1
food: summer radishes and rattlers!   …,0.9958768463936603,0
121418 9:44 am hit and run no injuries 1200 block pine tree ln vehicle hit fence and fled,0.9795777164286504,0
¡hola! el marco de recuperación y resiliencia que se presentará ante la junta de supervisores en dic 11 está disponible aquí:   … la oficina de recuperación y resiliencia agradece a la comunidad por su apoyo y sugerencias durante la creación del documento,0.9999602764965213,0
haunted by fire squeezed by housing costs thousands leave county   ,0.7638084110784263,1
snow in the sierra nevada is anticipated for the holiday motorists should expect increased travel times and prepare vehicles for snowy conditions read more:     …,0.9614591948387982,0
fires likely slowed sonoma tourism   ,0.9351469013647546,0
storm dumps 4 inches of rain on parts of county more on the way   ,0.8217939554676507,0
gang mentor gregory boyle to speak at hanna boys center   ,0.9870144089573699,0
rollover accident sonoma and brookwood near srpd occupants trapped,0.9881752949527279,0
wb 80 at floriston is all clear but down the hill at cisco grove eb #2 lane is closed for semi recovery  …,0.9972726377605327,0
sonoma valley hospital’s closes on parcel sale   …,0.9920499916234019,0
photos: snowy hillsides in sonoma valley   ,0.9945791713099541,0
#woolseyfire [update] south of simi valley ventura & los angeles counties is now 98362 acres and 62% contained unified command: cal fire @vcfd @venturasheriff @lacofd @lafd @lasdnews and @lapdhq   …,0.8219714883350334,0
live map: see the camp fire in butte county in real time   ,0.6699787470790123,0
crash on southbound i-5 at sutterville has traffic backed up and crawling in tonights commute,0.5314537772410509,0
new incident 6:12 pm lake sonoma sonoma sheriff requesting medical for a female with unknown injuries sheriff now requesting a helo to meet them at the boat ramp in addition to ground units,0.9950156895320712,0
the caltrans north region procurement fair provides a networking opportunity for our region’s buyers to meet and explore purchasing with new businesses,0.8502030263061338,0
sonoma valley school district loses another key staffer   …,0.9939162951802615,0
highway 20 remains closed locals only eastbound just east of nevada city and westbound at bear valley due to hazardous driving conditions,0.9221934294155372,1
new information has been posted on road closures in #sonomacounty outside city limits visit   for the most current information,0.9656793030961507,1
6644 is a blend of california french grapes   …,0.969164404362416,0
i-80 chain control update: chains required on eb i-80 from cisco to stateline wb chain control from stateline to eagle lakes,0.9601012815282716,0
nearly 40 percent of ballots cast in county have yet to be counted   ,0.8705779207185321,0
no full closure from colfax to the nevada state line,0.5644625036387605,0
district 3 is pleased to announce the completion of the i-80 grinding and paving project from rocklin to penryn thanks to sb 1 funding were delivering a smoother ride for motorists check out   for more sb 1 projects read more:   ,0.8999154323794167,0
nearly 40 percent of ballots cast in county have yet to be counted   ,0.8705779207185321,0
might not seem like a lot has changed in 10 years but smoke alarms have gotten better with age! with new long life batteries smoke alarms have the ability to keep you and your family safe for up to 10 years #10yearchallenge #flashbackfriday learn more:   …,0.6202976749251563,0
west handmade burgers hit twice by drive-by pellet shooting   …,0.9560589963965128,0
news regarding a recent closure or reopening of a trail in the unincorporated area of #soco: county regional trail is now open between green valley rd and forestville  visit   for an up-to-the-minute listing of road closures & delays,0.9999976760946508,0
cool showery weekend ahead in sonoma county   …,0.9802670709545322,0
sonoma valley high combats e-cigs   ,0.995779110896563,0
welcome director omishakin! @amarjeetbenipal  …,0.9872644984994082,0
#meridianfire [update] off munjar rd north of chico butte county is now 50 acres & 95% contained   ,0.8966955843413895,1
sonoma fit expands into corporate wellness   …,0.9937336341516457,0
bicyclist struck by fleeing truck yesterday at approximately 11:50 am a dark colored blue or black pickup truck with a flatbed pulling a white trailer was traveling southbound on highway 1 near leeward spur   …,0.8312613679302664,0
new incident 9:27 pm santa rosa medical staging for a fight,0.9671184185556567,0
although wildfire damage can be immeasurable the danger is not over after the flames are put out structural damage road instability damaged trees and power lines are just some of the dangers that exist after a wildfire   …,0.9985617309167804,1
basketball dragons edge vintage in nail-biter   ,0.9900889453588267,0
bill lynch: city of sonoma valley?   ,0.9991262416893301,0
kathleen hill: sonoma film festival food films hill of tara and more   ,0.9952389613410129,0
just a light dusting of snow so far over donner summit but more is expected overnight into tuesday morning,0.9349428213683303,0
worker-starved employers seek part-timers   ,0.967333556466617,0
inside a senior project: rocio sosa mercado   ,0.9858431028118191,0
author to discuss life in the ‘purity movement’ on july 13   …,0.9804281517442444,0
needles found at alarming rates in local recycling bins   ,0.9103487461701796,0
cannabis tourism is hot will it be allowed to flourish in wine country?   …,0.9853287067028456,0
#tullochfire by the intersection of tulloch road and highway 108 in jamestown tuolumne county is 90 acres   ,0.8618662697622289,1
cook targets gorin record on fire readiness   …,0.6723184531238773,0
sonoma county physicians draft public health message urging vaccination of children   …,0.9910338154574032,0
dog waited weeks for owners at home burned in camp fire   ,0.8503279042474683,0
reminder #sonomacounty to please watch for race activity in and around veterans memorial beach in #healdsburg tomorrow event participants and personnel will be on westside rd eastside rd and bellaiche road plan ahead with the course maps here:   …  …,0.7395905583731248,1
traffic has been released,0.6215652889041401,0
editorial: sonoma’s winter of discontent   ,0.9888257530326959,0
join calmentor north region for a networking social on 1030! …  ,0.9553880430335425,0
update 3 10:17 am this will be the #littlefire and cal fire will be taking command copter 104 en route from boggs,0.9400501840090446,0
worker-starved employers seek part-timers   ,0.967333556466617,0
overturned vehicle block one lane of the watt avenue off-ramp from eastbound highway 50,0.6072161881125875,0
1893 historic home on the market in sonoma for $16m   …,0.9913950696072586,0
new butterfly garden opens in sonoma   ,0.9945606728153983,0
rotary sunrise announces new president   …,0.9826352961195765,0
$36 million in repairs coming to county roads heres where   …,0.90874382122593,0
we were in redding and in marin with @calfireshu the shasta county board of supervisors @shastatrinitynf sierra nevada conservancy @r5_fire_news @marincountyfire marin board of supervisors and marin county fire chiefs association for #wildfirepreparednessweek,0.9471606647100219,1
assistingnot a cal fire incident: #sycamore kangaroo court and river ridge drive riverside in riverside county lead agency: @rivcafire,0.9059901370888024,1
we’re releasing eb 80 traffic at alta and baxter chain controls from colfax to the nevada state line long queue at colfax expect heavy delays big rigs still being held in both directions,0.9924632316389703,1
prepare for more rain wind and stormy weather in tomorrows am sacramento forecast  …,0.8629895845602215,0
#hillfire [final] at hill canyon rd and santa rosa rd santa rosa valley ventura county is now 100% contained at 4531 acres unified command: cal fire @vcfd  and @venturasheriff   …,0.9588920384918288,1
stompers back on track as first month ends   …,0.9328659264704431,0
sonoma at end of the rainbow   ,0.9815665991083231,0
close to home: sonoma state opens its doors wider to transfer students   ,0.996416107169929,0
accident sr 1 at smith brothers rd partially blkg nb lns gry dodg challenger vs red linc navigator,0.9874487462399055,0
strictly business: sonoma valley business news april 19   ,0.9997192873116629,0
local latino community living in fear after mass shooting in el paso   …,0.9717815361591333,0
strictly business: sonoma valley business news sept 20   …,0.9996592081077919,0
#canyonfire at hwy 128 and wragg canyon rd east of st helena in napa county is 55 acres and 60% contained,0.9319154970758619,1
sac nb 99 just north of sheldon rd watch for slow traffic due to collision #3 lane blocked fire and ambulance at the scene no eto,0.9995943457768783,1
31419 1045pm family disturbance mcminn ave santa rosa,0.9438367355826506,0
$68 million settlement reached with hanna sex abuse victims   …,0.9927867945642702,0
foot search cancelled k9 search cancelled would be ineffective,0.9986397584893796,0
#marshviewfire off marshview road and highway 680 south of cordelia in solano county is 183 acres and 60% contained,0.938413524917061,1
a paddle boarding renaissance in petaluma   ,0.9820554393049917,0
