Tweet,User,User_ID,Geo,HashTag,Date
"Unknown race male, dark clothing. Ford truck with Ford in white lettering on tailgate. Last seen getting onto SB 101.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:19:48 +0000 2019
"(Final update, 9:12 pm) Engine 3 to handle, canceling the balance.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:12:30 +0000 2019
"(Update 1, 9:09 pm) Units on scene with nothing showing.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:10:24 +0000 2019
"(Final update, 9:09 pm) 7582 on scene reports negative extrication 7582 and the ambulance to handle, canceling the balance.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:09:47 +0000 2019
"NEW INCIDENT 9:06 pm Pinecrest Drive at Pioneer Way, Santa Rosa Possibly chimney fire.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:07:14 +0000 2019
"NEW INCIDENT 9:03 pm Quitewater at Markwest Springs Rd, Mark West Springs Reported car down the embankment with screaming heard. Tac 5 on arrival.",SonomaScanner,953586074751713280,,,Sun Sep 29 04:04:33 +0000 2019
"Shooting at petaluma outlets , subject shot and found in their vehicle, transported in critical condition. *now confirmed deceased* Suspect fled south 101.",SonomaScanner,953586074751713280,,,Sun Sep 29 03:54:53 +0000 2019
"NEW INCIDENT 7:44 pm Sea Eagle Loop at Meadow Lark Ct, Bodega Bay Fire investigation",SonomaScanner,953586074751713280,,,Sun Sep 29 02:44:40 +0000 2019
"(Final update, 7:21 pm) Roadway open, turning the scene over to PG&E.",SonomaScanner,953586074751713280,,,Sun Sep 29 02:22:26 +0000 2019
"*AVOID THE AREA* Olive at Arnold, El Verano Lines down blocking the roadway.",SonomaScanner,953586074751713280,,,Sun Sep 29 01:50:58 +0000 2019
"No, although based on the smoke I'd imagine the structure is uninhabitable.",SonomaScanner,953586074751713280,,,Sun Sep 29 00:49:59 +0000 2019
The fire is under control just being mopped up. Fire to reaming on scene several hours.,SonomaScanner,953586074751713280,,,Sun Sep 29 00:47:41 +0000 2019
"(Final update, 5:46 pm) RP reported smoke coming from a vehicle. All units UTL and available.",SonomaScanner,953586074751713280,,,Sun Sep 29 00:46:53 +0000 2019
"NEW INCIDENT 5:34 pm West Spain St at 2nd St West, Sonoma. Fire investigation",SonomaScanner,953586074751713280,,,Sun Sep 29 00:34:05 +0000 2019
"(Update 9, 5:20 pm) #ArnoldFire IC reports forward progress of the vegetation stopped. Units to remain on scene for several hours for very heavy mop up.",SonomaScanner,953586074751713280,,#ArnoldFire,Sun Sep 29 00:21:23 +0000 2019
"(Update 8, 5:16 pm) #ArnoldFire IC canceling the balance with the exception of 1 water tender.",SonomaScanner,953586074751713280,,#ArnoldFire,Sun Sep 29 00:17:14 +0000 2019
"(Update 7, 5:12 pm) #ArnoldFire C-104 released returning to Boggs. AA-503 returning to Sonoma.",SonomaScanner,953586074751713280,,#ArnoldFire,Sun Sep 29 00:13:39 +0000 2019
"(Update 6, 5:06 pm) #ArnoldFire Delta crews canceling and returning to camp. PIO en route.",SonomaScanner,953586074751713280,,#ArnoldFire,Sun Sep 29 00:06:58 +0000 2019
#ArnoldFire,SonomaScanner,953586074751713280,,#ArnoldFire,Sat Sep 28 23:54:33 +0000 2019
"(Update 5, 4:52 pm) #ArnoldFire Air attack placing T-85 and T-86 on a hold at Sonoma. Fire is looking much better per fire cameras.pic.twitter.com/D6PHKE4IMx",SonomaScanner,953586074751713280,,#ArnoldFire,Sat Sep 28 23:53:57 +0000 2019
"(Update 4, 4:48 pm) #ArnoldFire currently has 26 units at scene or en route in addition to air resources. Coverage assignments have been dispatched for affected areas.",SonomaScanner,953586074751713280,,#ArnoldFire,Sat Sep 28 23:49:51 +0000 2019
"(Update 3, 4:36 pm) #ArnoldFire 9361 requested at scene.",SonomaScanner,953586074751713280,,#ArnoldFire,Sat Sep 28 23:36:06 +0000 2019
"(Update 2, 4:33 pm) View from the sleepy Moutian Camera.pic.twitter.com/9H51SYyvpG",SonomaScanner,953586074751713280,,,Sat Sep 28 23:33:07 +0000 2019
Yep.,SonomaScanner,953586074751713280,,,Sat Sep 28 23:30:26 +0000 2019
Looks like Cotati was a fire investigation that was upgraded to a veg fire. Don't think it went anywhere though to be honest I'm not sure.,SonomaScanner,953586074751713280,,,Sat Sep 28 23:28:13 +0000 2019
Yeah I got my fires confused!,SonomaScanner,953586074751713280,,,Sat Sep 28 23:26:48 +0000 2019
NEW INCIDENT 4:24 pm Arnold Dr at Highway 121. Vegetation fire with power lines down. Structure threatened and T-85 T-86 AA503 en route.,SonomaScanner,953586074751713280,,,Sat Sep 28 23:24:50 +0000 2019
"Correction, Redwood Drive not Arnold.",SonomaScanner,953586074751713280,,,Sat Sep 28 23:23:05 +0000 2019
NEW INCIDENT 4:17 pm Arnold Dr at Highway 116 Cotati 5 acres with multiple structures threatened.,SonomaScanner,953586074751713280,,,Sat Sep 28 23:22:06 +0000 2019
"(Update 4, 9:45 am) #LemurIC requesting Prevention 71 for an investigation.",SonomaScanner,953586074751713280,,#LemurIC,Sat Sep 28 16:44:57 +0000 2019
"(Update 3, 9:41 am) #LemurIC reports fire under control.",SonomaScanner,953586074751713280,,#LemurIC,Sat Sep 28 16:40:18 +0000 2019
"(Update 2, 9:35 am) #LemurIC calling knockdown on a mostly exterior fire, checking for extension.",SonomaScanner,953586074751713280,,#LemurIC,Sat Sep 28 16:34:45 +0000 2019
"(Update 2, 9:30 am) Battalion 1 established #LemurIC on tac 5. Smoke shwoing from the Bravo side.",SonomaScanner,953586074751713280,,#LemurIC,Sat Sep 28 16:29:36 +0000 2019
"(Update 1, 9:27 am) Reported debris on fire in the back yard. Units have smoke shwoing.",SonomaScanner,953586074751713280,,,Sat Sep 28 16:27:09 +0000 2019
"NEW INCIDENT 9:25 pm Lemur St at Yonkers St, Santa Rosa Vegetation fire upgraded to a structure fire.",SonomaScanner,953586074751713280,,,Sat Sep 28 16:24:29 +0000 2019
SCANNER UPDATE: 3 Family Members Sentenced In Love-Triangle Murderhttps://www.patreon.com/posts/scanner-update-3-30305146?utm_medium=social&utm_source=twitter&utm_campaign=postshare …,SonomaScanner,953586074751713280,,,Sat Sep 28 06:35:26 +0000 2019
Its what we do!,SonomaScanner,953586074751713280,,,Sat Sep 28 05:11:22 +0000 2019
"(Final update, 9:27) #HighSchoolIC reports all units available. IC terminated an tac 5 released.",SonomaScanner,953586074751713280,,#HighSchoolIC,Sat Sep 28 04:27:53 +0000 2019
"(Update 4, (9:04 pm) #HighSchoolIC reports no fire. Rep from the high school will be on scene shortly. Fire to remain on scene to help evacuate water from the sprinklers.",SonomaScanner,953586074751713280,,#HighSchoolIC,Sat Sep 28 04:05:51 +0000 2019
"(Update 3, 8:50 pm) #HighSchoolIC reports Truck 1, Engine 1 and battalion 1 on scene committed. All other units en route to stage on Ridgeway.",SonomaScanner,953586074751713280,,#HighSchoolIC,Sat Sep 28 03:51:45 +0000 2019
"(Update 2, 8:48 pm) Engine on scene establishing #HighSchoolIC on tac 5. Requesting a code 2 ambulance.",SonomaScanner,953586074751713280,,#HighSchoolIC,Sat Sep 28 03:49:09 +0000 2019
"(Update 1, 8:46 pm) Battalion 1 requesting 1 additional engine. Fire sprinklers have been activated and evacuation is in progress.",SonomaScanner,953586074751713280,,,Sat Sep 28 03:47:26 +0000 2019
NEW INCIDENT 8:44 pm Santa Rosa high Smoke seen coming from the DeSoto building.,SonomaScanner,953586074751713280,,,Sat Sep 28 03:45:04 +0000 2019
Motorcycle down Highway 101 north of Todd,SonomaScanner,953586074751713280,,,Sat Sep 28 00:44:24 +0000 2019
"(Update 1, 5:29 pm) Rider was hit from behind at around 35 mph and thrown throguh the air. He will be transported to an area hospital.",SonomaScanner,953586074751713280,,,Sat Sep 28 00:28:35 +0000 2019
"(Final update, 5:21 pm) Fire handled by Truck 1 and Engine 1. #BeaverIC terminated, all other units released.",SonomaScanner,953586074751713280,,#BeaverIC,Sat Sep 28 00:20:01 +0000 2019
"(Update 1, 5:15 pm) #BeaverIC established. Small fire, all units to continue.",SonomaScanner,953586074751713280,,#BeaverIC,Sat Sep 28 00:14:21 +0000 2019
"NEW INCIDENT 5:14 pm Airport Blvd at Steele, Santa Rosa Motorcycle down",SonomaScanner,953586074751713280,,,Sat Sep 28 00:13:17 +0000 2019
"NEW INCIDENT 5:10 pm Beaver St at College Ave, Santa Rosa Reported structure fire.",SonomaScanner,953586074751713280,,,Sat Sep 28 00:10:23 +0000 2019
"if any EMTs need a quick job there is a festival happening in redwood valley and their EMT didn't show up, call 4158456363, pays $20 an hour",SonomaScanner,953586074751713280,,,Fri Sep 27 23:16:37 +0000 2019
1218pm SRPD/ BERKELEY DR / ATTEMPT BURGLARY REPORT,SonomaScanner,953586074751713280,,,Fri Sep 27 20:42:54 +0000 2019
Known Felon Arrested for Animal & Child Cruelty After a Domestic Incidenthttps://www.patreon.com/posts/known-felon-for-30295476?utm_medium=social&utm_source=twitter&utm_campaign=postshare …,SonomaScanner,953586074751713280,,,Fri Sep 27 20:42:04 +0000 2019
"two different arrests this week for animal cruelty, details pending from SCSO",SonomaScanner,953586074751713280,,,Fri Sep 27 19:26:08 +0000 2019
"1105am, SCSO responding to take a child molestation report in sonoma valley, posting for awareness purposes.",SonomaScanner,953586074751713280,,,Fri Sep 27 19:25:00 +0000 2019
The department sends their condolences to the family of the decedent as well as the train operator as these incidents are tragic for all involved.,SonomaScanner,953586074751713280,,,Fri Sep 27 16:16:12 +0000 2019
The woman was holding two small dogs in her arms at the time she was struck by the train. The woman and both dogs were found deceased. All inquiries in to the identity of the victim will be handled by the Coroner Division.,SonomaScanner,953586074751713280,,,Fri Sep 27 16:16:02 +0000 2019
"They observed a pedestrian cross through the pedestrian control device and pass the crossing arm to wait for the train to approach, they yelled at the woman to stop; however, she disregarded their warning and intentionally jumped into the path of the oncoming train.",SonomaScanner,953586074751713280,,,Fri Sep 27 16:15:31 +0000 2019
"Community: Pedestrian jumps into path of SMART Train, On 9/26/2019 at 9:25 PM, two plain clothes Rohnert Park Department of Public Safety Detectives were on duty and stopped for the train crossing eastbound at Golf Course Drive.",SonomaScanner,953586074751713280,,,Fri Sep 27 16:15:05 +0000 2019
"12:30- they have 5 detained in a house, waiting to see if any of them is the suspect , Henry 1 is overhead looking on the creekpath",SonomaScanner,953586074751713280,,,Fri Sep 27 07:33:13 +0000 2019
"STILL OUTSTANDING, the man who did the stabbing, Hispanic Male Adult with a mustache with a 12 in blade brown handle ALSO OUTSTANDING white male adult 5’10” blue shirt dark pants,",SonomaScanner,953586074751713280,,,Fri Sep 27 07:18:18 +0000 2019
"12:04 - the one in custody is 22 years old , He is on Felony probation , a gang member, and someone has a restraining order on him, no drugs or alcohol including MJ, must relinquish passwords to electronic devices if asked",SonomaScanner,953586074751713280,,,Fri Sep 27 07:10:12 +0000 2019
12:04 - the one in custody is 22 years old,SonomaScanner,953586074751713280,,,Fri Sep 27 07:05:22 +0000 2019
Officer role call,SonomaScanner,953586074751713280,,,Fri Sep 27 07:02:41 +0000 2019
"12am There’s 3 suspects in total. 2 Hispanic Males Adults, 1 White Male Adult 12:01am- one at gunpoint National Domestic Violence Hotline can help victims, survivors of domestic violence. Call 1- 800-799-7233",SonomaScanner,953586074751713280,,,Fri Sep 27 07:02:31 +0000 2019
"Stabbing, domestic related, balboa court rohnert park 11:50- suspect ran, Henry 1 being brought out, expect to hear it National Domestic Violence Hotline can help victims, survivors of domestic violence. Call 1- 800-799-7233",SonomaScanner,953586074751713280,,,Fri Sep 27 06:58:52 +0000 2019
"Stabbing, domestic related, balboa court rohnert park",SonomaScanner,953586074751713280,,,Fri Sep 27 06:48:32 +0000 2019
"9:56 pm 8453 to remain on scene over night, IC terminated a tac released.",SonomaScanner,953586074751713280,,,Fri Sep 27 04:56:53 +0000 2019
"NEW INCIDENT 9:49 pm Flamingo Hotel, Santa Rosa Possible heart attack",SonomaScanner,953586074751713280,,,Fri Sep 27 04:49:57 +0000 2019
"Subject hit by SMART train, Golf Course and Commerce , confirmed fatality",SonomaScanner,953586074751713280,,,Fri Sep 27 04:35:52 +0000 2019
"NEW INCIDENT 8:24 pm West 3rd at Stony Point Rd, Santa Rosa Vehicle vs school bus.",SonomaScanner,953586074751713280,,,Fri Sep 27 03:23:13 +0000 2019
"(3/3) Cal Fire Engine 1471 engineer preparing to pump water to Graton Fire Engine 8460 as 1471's crew prepares to go into the fire. Overall at least Engines 1471, 8460, 8462 and water tenders 8496 and 7592 with 1 CHP unit responded from both local fire agencies can Cal Fire.pic.twitter.com/1Ohqhlwv1B",SonomaScanner,953586074751713280,,,Fri Sep 27 03:10:15 +0000 2019
(2/3) Tankers 85 and 86 with Air Attack 503 arrived quickly on scene as they were returning from a fire in Vallejo. Tankers offered to drop to help slow the vegetation fire but ground crews declined.pic.twitter.com/qD1YDNoJ8B,SonomaScanner,953586074751713280,,,Fri Sep 27 03:02:35 +0000 2019
"(1/3) Photos from the mobile home fire this evening on Cuneo Court at Laguna Road, Graton. The fire was initially dispatched as a smoke investigation but was quickly upgraded to a structure/vegetation fire. Photos by our resident photographer.pic.twitter.com/NJAl7CHW5B",SonomaScanner,953586074751713280,,,Fri Sep 27 03:00:01 +0000 2019
415 domestic scott street santa rosa,SonomaScanner,953586074751713280,,,Fri Sep 27 02:41:15 +0000 2019
