Tweet,closed_probs,location
#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 77758 acres and 68% contained   … @calfirelnu,0.9906115491529568,
all the fire fighters helping out here have been outstanding!,0.9851344001105556,
#muirfire off highway 1 and panoramic hwy stinson beach in marin county is 58 acres and 50% contained lead agency: @marincountyfire,0.9827022440394612,
acceda a los servicios y recursos de recuperación en el centro de asistencia local que se abrirá el lunes 11-4 en el centro comunitario de healdsburg 1557 healdsburg ave abierto de 10 am a 7 pm todos los días hasta el miércoles 11-6-19 más tiempo si es necesario,0.9898405068222812,"['38.6107908,-122.8712045']"
your welcome! thanks for supporting our page!,0.9907503634486152,
this is the @countyofsonoma official map which has been linked from a number of their alerts  …,0.9601979567246604,
el sheriff essick informa desde arriba el tráfico es muy pesado en la autopista 101 sur hacia la autopista 12 pero se está moviendo utilícelo en las rampas para ingresar a la autopista y no a las carreteras frontales agradecemos la paciencia de todos gracias,0.9968827416425696,
11:49pm -rohnert park - 911 call from enterprise and commerce she was crying telling someone to get out of her car 11:58pm - officers made contact male and female female has a restraining order against the male rpdps conducting vehicle search 12:19 - positive arrest,0.9914285697119,
#hillfire off of granite valley and pyrite street in jurupa valley in riverside county is 628 acres and 90% contained   …,0.8688633881594534,
  … from @countyofsonoma is probably the best resource available for you,0.9809856807878492,
fires and blackouts arent helping wine country attract visitors   …,0.9864324678269344,
"caltrans continues clean-up of wood chips from overturned big rig at the ""y"" in @cityofslt @slaketahoepd",0.954332607571922,
video from the kincade fire   …,0.9867661305533996,
actualizar: el aeropuerto ya está abierto!,0.9729982967885183,
evacuation orders are still in place even if power is restored to homes   … for latest evacuation information #kincadefire #sonomacounty,0.9437345096560988,
substance abuse and mental health services administration’s disaster distress helpline: -call 1 800 985-5990 or text talkwithus to 66746 -the deaf or hard of hearing can text talkwithus to 66746,0.9887403312198192,
much of west county downgraded to evacuation warning - click link ,0.9916763421062602,
civil emergency message until 03:45pm ,0.9804148725564616,
its possible that they made a mistake,0.9858039545537768,
durante un desastre puede aumentar la ansiedad desesperanza preocupación irritabilidad y la ira sentirse de esta manera es normal y todos merecemos apoyo mientras procesamos todo lo que ha pasado si usted o alguien que conoce necesita ayuda visite ,0.9973796073582724,
apoye las víctimas con una donación financiera pueden usar según lo necesiten por favor asistir las organizaciones que ya estan envolucrados alimentos ropa y artículos de hogar no se pueden aceptar en este momento se pueden agobiar los esfuerzos  ,0.9932104151978908,
robbery just occurred santa rosa it started as a petty theft then he assaulted the door greeter,0.9895035949234752,
update 4 10:09 pm #kincadefire ic requesting 8 additional dozers,0.990929837019084,
humans aren’t the only ones that had to get out fast during the #kincadefire sonoma county residents talk about the experience of relocating their animals to the fairgrounds and what it’s been like during the ordeal   #sonomastrong,0.995030269575682,
mira este video para obtener consejos de como viajar con seguridad durante las evacuaciones y los cortes de energía #kincadefire ,0.995407785064956,
tuvo pérdida de alimentos durante el corte de energía o de evacuaciones? si usted fue impactado y tiene dificultades reemplazando su almacén de comida @refb puede ayudarle! visite la siguiente página para mas informacion:  …,0.9967938589040116,
¿ha sido afectado su negocio por los cortes de energía? para obtener una variedad de recursos de financiación empresarial y recursos de incentivos para ayudarlo a recuperarse visite   …,0.9985697094141874,
thats why they sounded it multiple times over,0.991927975529874,
no the airport exit is closed here is a picture of the closure at airport,0.8827983766357039,
pg&e ha anunciado que iniciarán otro evento de corte eléctrico que afectaría a grandes secciones del condado de sonoma el sábado 26 de octubre el domingo 27 de octubre y el lunes 28 de octubre vea mas: ,0.9848458601100492,"['39.053344,-77.12182']"
information 7:14 pm dry creek rd at frei bros winery rd geyserville reported vegetation units in the area utl henry 1 en route to check the area sounds like units are now canceling,0.973731802822378,
@soco_tpw officials installed 40 ft bus at #cloverdale city hall to serve as community warmingcharging station until 4 pm today driver on site can provide info in english and spanish local free shuttle route 68 is also in service transit alerts:   ,0.9858190864607376,
no the mandatory evacuations have been expanded to the coast,0.9047950643244644,
new mandatory evacuation area ,0.97746672196326,
new incident 8:16 pm eastside rd at flora marie ln windsor possible vegetation fire,0.9900104719868288,
new evacuation centers have been added no id is needed to stay at an evacuation shelter and government agencies such as ice do not have access to the shelters to view the latest evacuation center information including current status visit   …,0.9923470662256622,
we love our @sonomaparks too!,0.989068249667072,
should the air become too heavy with smoke or if you are sensitive to it an n95 mask will filter out the fine particles they can be purchased at many hardware stores like friedmans or home depot #kincadefire,0.9805312972005376,
new incident 7:42 am trinity rd near highway 12 tree into power lines with smoke showing from the station units working on a better location,0.94439705966493,
sonoma school goes all out with fall fundraiser   …,0.967914266439856,
#trafficalert downed power pole across state route 70 in yuba county at olivehurst avenue both directions of travel are closed no eto,0.8911947146644342,
3 minute drive down napa road to the east from train town,0.9667691936004628,
#easyfire off west easy street and west los angeles avenue simi valley in ventura county is 1491 acres and 5% contained lead agency: ventura county fire department   ,0.9961415311230388,
during a disaster it’s common to have increased anxiety hopelessness worry irritability and anger you’re not alone and deserve support sonoma county supervisor @shirleezane offers information on available services to sonoma county residents  ,0.9958770453404572,
update 14 12:09 pm #kincadefire cal fire lnu ordering all personnel to be kept on duty,0.9949006767580908,
indeed! we believe both of them to be the same model but its not clear if either or both live in san bernadino we definitely saw 914 fly in this morning from southern california though,0.9759558470737528,
great stay safe out t here were starting to feel these gusts down in santa rosa,0.9960216565427058,
we keep on going here 247 stay safe out there too!,0.9919610150707416,
#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 76825 acres and 60% contained   … @calfirelnu,0.991422730406896,
update 89 2:23 pm #kincadefire fire is impacting franz valley road strike team in the area requesting an additional 1 or 2 strike teams of any type of they can get them,0.9639891459689436,
melee ends sonoma valley football season   …,0.9569094313586752,
shout out to @sbcityfirepio for assisting the @aspca with the rescue of a sheep entangled in wire around her legs and torso sbcf found her and called animal services for help to see the rescue in action click   #sonomastrong #kincadefire,0.9895045286191956,
 ,0.9809440026741888,
#kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 30000 acres and 10% contained   …,0.9869348348704564,
espanol abajo per city of healdsburg nixle: winds have picked up and fire activity has significantly increased and heading our way leave now instructions: if you are in the mandatory evacuation area leave now  ,0.9966451482590152,
smoke health advisory -   …,0.9852645124927784,
acceda a los servicios y recursos de recuperación en el centro de asistencia local que se abrirá el lunes 11-4 en el centro comunitario de healdsburg 1557 healdsburg ave abierto de 10 am a 7 pm todos los días hasta el miércoles detalles:  ,0.9829450501073792,"['38.6107908,-122.8712045']"
another reminder that the isleton bridge is closed today due to bridge work until 4 pm thank you for your patience  …,0.5261854020855606,
estaremos transmitiendo en vivo la conferencia de prensa más actualizada a las 10 am sobre el incendio kindcade por medio de facebook:  ,0.9947085591863334,
update 123 7:00 pm #kincadefire 76138 acres 15% containment 189 structures destroyed 86 homes 39 structures damaged 26 homes fire has reached the edge of the #tubbsfire scar stay aware sonoma county winds expected to increase tonight!,0.9978427668501406,
ksts houses a few @cal_fire spotter aircraft those wonderful big air tankers are over at mcc in sacramento for the night,0.9473701707834732,
#tickfire off tick canyon rd and summit knoll rd canyon country in los angeles county is 4615 acres and 100% contained lead agency: @lacofdpio,0.9939305968491486,
live map: kincade fire near geyserville   …,0.9901611104032416,
all of geyserville now under mandatory evacuation order ,0.9803968949166888,
new incident 3:35 pm schellville large debris pile fire into the vegetation,0.99162843766526,
1027 at 1:45 pm if you are in windsor in the area of hembree lane at vinecrest road leave now!! it is smoky and windy and theres an immediate threat of fire #kincadefire,0.9897131783820776,
new incident: #easyfire off west easy street and west los angeles avenue simi valley in ventura county is 200 acres lead agency: ventura county fire department   ,0.993752077216736,
#cabrillofire off highway 1 and gazos creek rd south of pescadero in san mateo county is 62 acres and 100% contained @calfireczu,0.9908275213687944,
stay safe out there buddy,0.9934904755650409,
ill know more channels when i start scanning again i hopped off for dinner,0.97650690472405,
fire knocked down 1 hr ago,0.9874232790899236,
update 2 1:56 pm battalion 1 reports a 20 by 20 foot spot down the trail pulling hose and having other units stage on stony point,0.981040805090614,
school valley schools to remain open district campuses not expected to go dark   …,0.9200161110663966,
class of ’19 sonoma valley high grad checks in from northeastern university   …,0.9404930753615152,
your welcome!,0.9900446081073516,
denos nuestro apoyo a los dedicados trabajadores de @pge4me que están al frente haciendo su labor amenazas y violencia son inaceptables estas personas son nuestros vecinos y están haciendo todo lo posible para restaurar la electricidad en nuestras comunidades,0.9974797806616,
@cityofsantarosa está aceptando y distribuyendo comida el dia de hoy! de 9am-11am am se estará aceptando donaciones de comida y de 11am-2pm se estará distribuyendo comida a los residentes de santa rosa para más información en donde que cuando visite:   …,0.998509024490848,
#kincadefire mandatory evacuation zones now include zone 8: sebastopol and valley ford creek valley  zone 5: mark west larkfield wikiup  zone 7: forestville guerneville duncans mills jenner bodega bay occidental1 of 3 #californiawildfires,0.9849058826713134,
healdsburg and windsor are under mandatory evacuation for the #kincadefire we want everyone heading to a safe location by 4pm this will give us all time to evacuate during daylight hours and before the #psps goes into effect us-101 remains open at this time,0.7859293196833977,
evacuation orders -   ,0.9847603489252226,"['38.8899389,-77.0090505']"
*grumps disapprovingly*,0.9809440026741888,
do n95 masks help protect from wildfire smoke? bay area officials dont think so   …,0.9863575262664378,
new incident: #kincadefire off john kincade road and burned mountain road northeast of geyserville in sonoma county is 10000 acres evacuations in place   ,0.9691577997103894,
the total population is over 600000 people and according to @sonomasheriff the current mandatory evacuation orders affect ~80000 people,0.9823471399495228,
#minesfire off mines rd and del valle rd southeast of livermore in alameda county is 35 acres and 97% contained,0.9763863255432098,
its a power outage lets have a block party - and other ideas for days with no electricity   …,0.6732311821682448,
 ,0.9809440026741888,
new incident 6:02 pm highway 12 at fulton rd santa rosa tree on fire with multiple callers,0.9898330427953772,
centros de calentamiento y estaciones de recarga para eléctricos están disponibles en varias localidades para mantenerse cálido y recargar sus aparatos electrónicos por favor visite   para mas informacion #kincadefire #kincade #sonomacounty,0.9982755435054912,
new truckee river bridge highway 89 realignment in tahoe city now open to traffic! more info:   @usdotfhwa @placerca @tahoecity,0.982497748388268,"['39.1633303,-120.1668928']"
if theres anything official well be sure to share it!,0.9888318909192276,
new incident 10:20 pm 6th st at wilson st santa rosa medical staging for a possible robbery suspect has left the scene,0.985312534043722,
#minesfire off mines rd and del valle rd southeast of livermore in alameda county is 35 acres and 90% contained acreage change due to better mapping   ,0.9823891700733954,
@airbnb is offering temporary housing for #kincadefire evacuees #kincade #sonomacounty #geyserville,0.9846510012957002,
update 86 1:36 pm #kincadefire new evacuation warnings for the city of calistoga napa county north of dimond mountain road east of the sonomanapa county line south of the lakenapa county line west of a pickett road,0.972475065172632,
the disaster distress helpline 1-800-985-5990 is a hotline dedicated to providing immediate crisis counseling for people who are experiencing emotional distress related to any natural or human-caused disaster you can also text 66746 to connect with a trained crisis counselor,0.9930276933443768,
update 17 1:01 am #kincadefire multiple spots on the other the geyser peak access rd division requesting 4 water tenders and 3 dozers,0.9866847613149023,
yes that is correct palomino is within the evacuation zone,0.9819083012529952,
i think theyre just prepping for the wind shift later today into monday people have till 4 pm to get out,0.9798648595652559,
para ver la area de evacuacion debido al fuego kincade visite el mapa aquí la mayoría de estas zonas pueden estar en la misma área en la que se emitieron ordenes de evacuación ayerpor favor verifique la información y si usted no ha evacuado hágalo ahora  …,0.999585829757833,
to receive text updates on the #kincadefire text: soco disaster to 898-211 para recibir actualizaciones de texto sobre #kincadefire enviar el texto: soco disaster a 898-211,0.9945404915100864,
"information per @cal_fire ""per governor newsom flags are to be lowered to half staff at all cal fire facilities effective immediately"" we at @sonomascanner suggest you do the same to honor el dorado county sheriff’s deputy brian ishmael",0.9978650777715332,
sonoma county animal services is closed due to the #kincadefire and will reopen as soon as they can if they were providing your animals with food and water while you were evacuated and you no longer need this service please call 707 565-7100 or 707 565-7103,0.7636861216354488,
durante estos tiempos condado de sonoma los residentes deben permanecer en alerta esté preparado tenga un plan revise a sus vecinos y sepa cuándo es el momento de irse es más importante que nunca ser “sonoma strong” juntos #sonomafuerte #kincadefire,0.9924828116043096,
ordenes de evacuación -   …,0.9874948701710892,
control de rumor no hay ningunas escoltas a las zonas de evacuación los oficiales de paz se enfocan en mantener sus vecindarios seguros gracias por su paciencia,0.9937810829029596,
@cal_fire,0.9817703356585707,
incendio reportado hacia el lado este de windsor,0.9874818850724046,
nope! and we’re not saying he’s fulfilling his dream of being a firefighter,0.9839844709629748,
october 28 12:00 pm roadway information us hwy 101 is open northbound and southbound the exits are still closed in the evacuated areas if you must travel through sonoma county be prepared to not exit between airport blvd and cloverdale #kincadefire,0.8841016113445255,
negative no fire,0.9830513690687632,
tips for when you return home:   #kincadefire #safetytips,0.9835877102058944,
not sure havent heard any reports lately,0.9890605158522252,
#sawdayfire off sawday truck trail and little page rd near community of witch creek in san diego county is 97 acres and 15% contained,0.9615230186456344,
evacuation map from @countyofsonoma #kincadefire  …,0.9897710230074648,
update 3 12:32 am #naparoadic reports veg foward progress stopped expedite pg&e 2 fully involved structures,0.9916202523379999,
your welcome!,0.9900446081073516,
this is zone 6 in our maps if youre under evacuation warning and feel uncomfortable you are still welcome to leave and head towards on of the open evacuation shelters  …,0.9240854825005834,
repopulation and re-entry order - click link ,0.9732235995689384,
"update 31 4:21 pm #kincadefire division bravo requesting 5 eninges and 2 als ambulances immediate need in the pine flat road area ""weve got situation unfolding no further details""",0.9793182686603455,
newest info   …,0.9842603268951364,
update 71 8:28 am #kincadefire structure involved next to alexander valley school requesting two engines immideate need to save an adjacent structure,0.928813349014934,
update 57 6:03 pm #kincadefire new mandatory evacuations in western sonoma county along the russian river to bodega bay see map linked above,0.9898956551891528,
it was just replaced yesterday after being offline several months well get it back on the map thanks,0.9950157209170921,
we also knock on doors and issue text message alerts gotta have more than one way to reach y’all!,0.9901956501733694,
new incident 5:03 pm porter creek at wilson rd overturned vehicle with possible subjects trapped tac 5 on arrival,0.9708071443756712,
yes elsie way,0.9870263935670408,"['32.6328094,-117.060919']"
friday morning update: evacuation orders still in place #kincadefire is at 21900 acres with 5% containment this morning’s view from geysers rd looking south,0.9688609183178684,
community resource: to find out if you will be impacted by the planned pg&e power shutoffs please use the pg&e address lookup tool at the following link:   ,0.9776671272703386,
questions about missed work permitting insurance and more? dial 2-1-1 or text 898211 for helpful resources and info about the local assistance center in healdsburg sonoma county residents can access services regardless of immigration status #kincadefire #sonomacounty,0.9936335505249744,
update 118 10:14 pm #kincadefire air attack 6wa reporting a slop on the eastern portion of the fire is much larger the original 80 acres it was fire has also crested a ridge & become more visible see next update for new mandatory evacuations,0.9958973876605164,
si está experimentando angustia emocional debido a los recientes cortes de energia en el condado de sonoma y sus alrededores una línea de ayuda nacional gratuita de socorro de desastre está disponible las 24 horas del día los siete días de la semana llame al 1-800-985-5990,0.9990396400466204,
your welcome!,0.9900446081073516,
thanks!,0.9828781623224864,"['38.9267556,-77.1027728']"
para obtener información actualizada sobre #kincadefire consulte el mapa de incidentes aquí   zonas moradas - evacuación obligatoria advertencia de evacuación azul verde - abierto,0.99503744312159,
¿necesita reponer su receta durante la emergencia? póngase en contacto con su proveedor médico o visite uno dentro de la misma cadena si esa no es una opción traiga el recipiente con su nombre y la dosis del medicamento en todo caso traiga su identificación #kincadefire,0.998181186181038,
#kincadefire is 7000 acres and 0% contained per calfire,0.990049844460268,
  …,0.9809440026741888,
pg&e planea realizar un corte de energía que impactaría al condado de sonoma desde este miércoles 1023 en la tarde y durante la manana del jueves 1024 manténgase al tanto de su alrededor y esté listo para evacuar si se siente en peligro visite:   ,0.9992493189624702,"['39.053344,-77.12182']"
#sonomacounty #kincadefire  …,0.9879695702632744,
segun la ciudad de healdsburg: los vientos se mueven rapidamente y la actividad del incendio ha incrementado y se mueve hacia nosotros vallase ahora instrucciones: si esta en la zona de evacuacion obligatoria vallase ahora ,0.9981308362850392,
1028 9:15 am condiciones actuales en faught rd #kincadefire #californiawildfires,0.9890019740513906,
#millerfire off miller lane and cole grade lane north of valley center in san diego county is 37 acres and 35% contained,0.9888734400379572,
what happens to the mail? usps has info on interrupted service at   …,0.9846763098905084,
"update 56 4:31 am #kincadefire if you havent been following the mandatory evacuations were expanded the fire is on the east side of windsor if you have not evacuated do so now fire behavior is ""erratic""",0.9464389777224348,
live map: real-time air quality in the north bay   …,0.9849706854950888,
healdsburg and windsor are both under mandatory evacuation orders the town of sonoma is about 30mi south east and in no danger from the kincade fire,0.8714992258182528,
update 60 5:15 am #kincadefire has the potential to spot across the russian river into the fitch mountain area requesting 1 additional strike team of engines and one of crews,0.9915317652156866,
incendio de kincade - hoja de datos -   …,0.9924208889148954,
final update 7:57 pm battalion 1 reports fire knocked down,0.992074693727047,
#sonomacounty #kincadefire  …,0.9879695702632744,
update 52 part 1 10:36 am #kincadefire 12 more information on the new evacuations an evacuation order has been issued for the city of healdsburg the town of windsor and surrounding unincorporated areas an evacuation order means you must evacuate now,0.9868708426288024,
estimated time of roadway opening is 3pm,0.8995414517757945,
update 108 11:25 pm #kincadefire deputies requesting fire to lockwood drive in windsor structures threatened 100 yards away 1 unit responding,0.9972800782376828,
good tips! if you have time these are good things to do,0.9525163642896838,
during the 2017 fires cell service was severely degraded due to fires consuming the towers there is risk of this happening which is why the sheriffs vehicles are equipped with these special hilo sirens  …,0.9597120302218629,
we are out in force in that area with the flare-ups that occurred last night in the shiloh ridge area,0.9884842456173404,"['38.53985640000001,-122.7531641']"
we have plenty of n95 masks thank you for checking in to be sure our deputies stay safe too,0.9940303869463364,
october 25 morning update from sheriff mark essick #kincadefire,0.9877949274311044,
thank you!,0.9915720177398174,
#kincadefire 102519 am incident update sheet,0.9874255622368612,
#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 94% contained @calfire_meu,0.9705112671095438,
this area includes parts of northnorthwest santa rosa this also includes evacuation warnings for northeast santa rosa and all of sebastopol,0.9557402104229298,
la tienda de jimtown y el centro de geyserville se mantienen firmes #kincadefire,0.9908203626721618,
para los que buscan un alivio de la mala calidad del aire los hospitals santa rosa memorial & petaluma valley han desplegado 35 depuradores de aire hoy y están dando acceso a sus vestíbulos para escapar del humo más lugares:   o llame al 211 #kincadefire,0.9983265836213724,
update 3 10:02 pm #kincadefire air attack 6wa 30 miles out reports fire is rapidly building recommending mandatory evacuations dangerous to critical ros,0.9921805242339258,
actualizaciones de emergencia visite   y regístrese en socoalerts mapa de incidentes de incendios y cortes de energía del condado de sonoma visite    alertas de nixle envíe un mensaje de texto con su código postal al 888777,0.9987610701018912,
recursos asignados: 3441 personal 352 motores 28 licitaciones de agua 10 helicópteros 76 equipos de mano 51 bulldozers tanques aéreos contra incendios utilizados según las condiciones climáticas lo permitan,0.9902852238924136,
officials issue unhealthy air warning due to kincade fire and its expected to get worse   …,0.9940137437880414,
we occasionally delay posts for officer safety but do our best to get information out to the community in real time we are 100% donation run and appreciate so so much all the support we get from the community! all three of our admins have experience in law 24,0.9853539610941828,
incendio cerca del géiseres orden de evacuación al este de geyserville advertencia de evacuación para el norte de healdsburg y geyserville,0.997566318307016,
update 84 12:42 pm #kincadefire foothill subdivision la quinta drive is about to be impacted if you have not evacuated do so immideately,0.9932051448626928,
no problem!,0.9735486119233407,
fire department gets grant for ‘jaws of life’   …,0.9810808917912798,
hwy 101 reopening ,0.9504645062452564,"['41.3632465,-123.9894411']"
if you are under a mandatory evacuation for the #kincadefire please do not go home it is still not safe to return #sonomastrong #sonomaready,0.9751259150269806,
it was ground water which regularly collects in that area,0.993970072005486,
update 24 5:36 pm #kincadefire air attack is releasing some tankers not sure if objectives have been met or if theyre being released for the night,0.9547247532857523,
thank you our priority is to keep our community safe,0.9931584149908868,
la mayoría de las oficinas del condado estarán abiertas y reanudarán los servicios mañana 1 de noviembre hay algunas excepciones: aeropuerto servicios para animales corte y servicios humanos detalles:  ,0.9934739821586718,
#tickfire off tick canyon rd and summit knoll rd canyon country in los angeles county is 4615 acres and 65% contained lead agency: @lacofdpio,0.9936360573390745,
  …,0.9809440026741888,
sorry nothing right now,0.984675250399868,
thanks for the kind words! well be sure to let everyone know of any new fires,0.9769564210345072,
daca playwright alex alpharaoh in sonoma on oct 28   …,0.9724643034264676,
they pushing out emergency system alerts including nixle alerts now i believe we just happened to refresh the map before they mentioned it in the press conference :,0.9990597882815048,
bill lynch: who will hear the siren call?   …,0.97618049973565,
the napa valley expo at 575 3rd st in napa is now open for evacuees also the napa valley college evacuation center is now at full capacity #kincadefire #sonomastrong #sonomaready #napacounty,0.9626884948658019,
there are mandatory evacuation orders for healdsburg and winsor in place if you are not in those cities the best thing you can do right now is stay inside off the roads and prepare for a power shutoff #kincadefire,0.9710198058767484,
final update 5:59 pm all units clear and avalible apparently the tweet earlier didnt send,0.9836526343572859,
the mandatory evacuation zones and the evacuation warning zones have recently been updated we encourage all residents be prepared to leave should conditions change or should they feel unsafe to view a map of the affected areas visit:   …,0.9950774527391782,
advertencia de bandera roja este sábado por la noche hasta el domingo por la mañana estén atentos es un gran evento con vientos muy fuertes esperados #kincadefire,0.996908240059998,
a note from the chp: safety and security in evacuated areas:   #kincadefire #safety #countofsonoma,0.9896099082134988,
new incident 8:44 am sonoma mountain road ad adobe rd petaluma vegetation fire upgraded from a smoke investigation battalion 91 has smoke showing,0.985266676868134,"['38.287284,-122.6103795']"
rest in peace deputy ismael ,0.9805122071345806,
acceda a los servicios y recursos de recuperación en el centro de asistencia local que se abrirá el lunes 11-4 en el centro comunitario de healdsburg 1557 healdsburg ave abierto de 10 am a 7 pm todos los días hasta el miércoles detalles:  ,0.9829450501073792,"['38.6107908,-122.8712045']"
great catch on the cams :,0.9758734101224528,
"van on the river and units staging at ""the green bridge road"" oh dear caller is not sure where they are approximately 3 miles east of a campground 12:51am - brown van this river in question is on highway 1 - perplexed admin 1",0.9143077109317036,"['36.7544869,-121.7652921']"
kincade fire biggest in county history has scorched an area 3x the size of santa rosa   …,0.9874822785999036,
28 de octubre 2:30 pm un gran parte del condado oeste es degradado a una advertencia de evacuación - haga clic en el enlace,0.9935843652672844,
25 de octubre 1:50 pm la columna sobre el pico a la izquierda se hizo más grande no hay nuevos evacuaciones,0.9773288548320369,
update 5 12:48 am #storyfire ic now canceling the dozers staging all incoming traverso rd at highway 128,0.9894684911174888,
"update 33 4:33 pm #kincadefire c-902 requested to the helispot for possible extraction of patients ""its gonna be a while before any type 3s can get up here""",0.985664272312198,
tree planting at jack london’s beauty ranch   …,0.9781489475314692,
fire contained almost and hour ago,0.9930176478333852,
this is the countys own evacuation map which we consider authoritative   …,0.9809745804762248,
update 82 11:58 am #kincadefire air attack is working hard to help ground protect structures in the fitch mountain area although smoke is impacting the area if you have not evacuated do so now,0.992645131375232,
#sonomacounty tpw update: warm springs road in kenwood will have reduced lanes in the area of address 1154 due to tree work 9am to 1pm today 102319 visit   for an up-to-the-minute listing of road closures & delays drive safe!,0.6736975114878402,
#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county is 703 acres and 92% contained @calfire_meu,0.9701965025603868,
the i-80 gold run rest areas have reopened  …,0.9496240580165028,"['39.179467,-120.8549554']"
update 19 1:54 am #kincadefire not much has happened in a while winds should die down in the morning no more evacs have been ordered and we have no update on size or current ros,0.9811149257535864,
el departamento de servicios humanos del condado ofrece asistencia a los clientes afectados por el #kincadefire incluidos sonomaworks medi-cal cal fresh y servicios de protección para adultos y niños más información aquí:   #kincadefire #sonomafuertes,0.9969831618624742,
1344pm finley av assault wdeadly weapon just occurred,0.9836194196356938,
roadway clear at 3:18 pm,0.9734571602749628,
new incident 5:11 am arnold dr at stage gulch rd blown transform starting a vegetation fire,0.9884261493938208,
new incident: #46fire off of 5300 block of 46th street east of jurupa valley in riverside county is 75 acres,0.8158644781355399,
update 114 12:01 am #kincadefire canceling other incoming resources to staging at the luther burbank center there are enoguh units on scene to fill requests,0.982652160898021,
#burrisfire off potter valley rd and hwy 20 east of calpella in mendocino county remains 350 acres and 20% contained @calfire_meu,0.9785963201912165,
kathleen hill: el molino decorations ffa dinner and shanghai history   …,0.97717533126898,
thanks!,0.9828781623224864,"['38.9267556,-77.1027728']"
1 3:50pm coroner en route deceased was a civilian not cal fire employee,0.9950400778801809,
#tickfire off tick canyon rd and summit knoll rd canyon country in los angeles county is 4615 acres and 98% contained lead agency: @lacofdpio,0.9941804178676884,
text socodisaster to 898-211,0.9838728258328304,
sorry no information about the encampment,0.9751809411396424,
#sonomacounty  …,0.9846940273791552,
need to charge a device or cool off? three @pge4me resource centers are open thursday 8am to 8pm: santa rosa veterans memorial building: 1351 maple avenue santa rosa hanna boys center: 17000 arnold drive sonoma cloverdale citrus fair: 1 citrus fair cloverdale  …,0.9837479148612902,
new evacuation orders in place see map here:  …,0.9837843406018364,
thank you!,0.9915720177398174,
the paintersville bridge is closed until 4 pm today for maintenance work @chp_valley @chpsouthsac @caltransd4 @caltranshq @asmfrazier  …,0.8791048195834041,
